Cross Validation data sets
287793,Test group:7,Total correct:,0.9181286549707602,Bad correct:,13/26,Good correct:,144/145
289332,Test group:8,Total correct:,0.8888888888888888,Bad correct:,16/26,Good correct:,136/145
290871,Test group:9,Total correct:,0.9590643274853801,Bad correct:,24/26,Good correct:,140/145
292410,Test group:10,Total correct:,0.9298245614035088,Bad correct:,17/26,Good correct:,142/145
293949,Test group:1,Total correct:,0.9239766081871345,Bad correct:,18/26,Good correct:,140/145
295488,Test group:2,Total correct:,0.8830409356725146,Bad correct:,10/26,Good correct:,141/145
297027,Test group:3,Total correct:,0.935672514619883,Bad correct:,17/26,Good correct:,143/145
298566,Test group:4,Total correct:,0.7426900584795322,Bad correct:,21/26,Good correct:,106/145
300105,Test group:5,Total correct:,0.9005847953216374,Bad correct:,9/26,Good correct:,145/145
301644,Test group:6,Total correct:,0.9239766081871345,Bad correct:,13/26,Good correct:,145/145
303183,Test group:7,Total correct:,0.9181286549707602,Bad correct:,12/26,Good correct:,145/145
304722,Test group:8,Total correct:,0.935672514619883,Bad correct:,15/26,Good correct:,145/145
306261,Test group:9,Total correct:,0.9239766081871345,Bad correct:,15/26,Good correct:,143/145
307800,Test group:10,Total correct:,0.9181286549707602,Bad correct:,14/26,Good correct:,143/145
309339,Test group:1,Total correct:,0.8771929824561403,Bad correct:,8/26,Good correct:,142/145
310878,Test group:2,Total correct:,0.9239766081871345,Bad correct:,14/26,Good correct:,144/145
312417,Test group:3,Total correct:,0.9239766081871345,Bad correct:,16/26,Good correct:,142/145
313956,Test group:4,Total correct:,0.9239766081871345,Bad correct:,16/26,Good correct:,142/145
315495,Test group:5,Total correct:,0.9590643274853801,Bad correct:,19/26,Good correct:,145/145
317034,Test group:6,Total correct:,0.9005847953216374,Bad correct:,10/26,Good correct:,144/145
318573,Test group:7,Total correct:,0.9532163742690059,Bad correct:,19/26,Good correct:,144/145
320112,Test group:8,Total correct:,0.8830409356725146,Bad correct:,19/26,Good correct:,132/145
321651,Test group:9,Total correct:,0.7602339181286549,Bad correct:,24/26,Good correct:,106/145
323190,Test group:10,Total correct:,0.9239766081871345,Bad correct:,14/26,Good correct:,144/145
324729,Test group:1,Total correct:,0.8947368421052632,Bad correct:,9/26,Good correct:,144/145
326268,Test group:2,Total correct:,0.8538011695906432,Bad correct:,15/26,Good correct:,131/145
